Código del País,Nombre del  País,Años de Registro,Sexo de la Agrupación,Número de muertes
ERI,Eritrea,2000,Mujeres,"1,272"
ERI,Eritrea,2000,Ambas,"2,844"
ERI,Eritrea,2000,Hombres,"1,657"
ERI,Eritrea,2000,Mujeres,"1,370"
ERI,Eritrea,2000,Ambas,"3,027"
ERI,Eritrea,2000,Hombres,"1,902"
ERI,Eritrea,2000,Mujeres,"1,515"
ERI,Eritrea,2000,Ambas,"3,417"
ERI,Eritrea,2000,Hombres,"1,878"
ERI,Eritrea,2000,Mujeres,"1,503"
ERI,Eritrea,2000,Ambas,"3,382"
ERI,Eritrea,2000,Hombres,"1,545"
ERI,Eritrea,2000,Mujeres,"1,435"
ERI,Eritrea,2000,Ambas,"2,980"
ERI,Eritrea,2000,Hombres,"1,196"
ERI,Eritrea,2000,Mujeres,"1,337"
ERI,Eritrea,2000,Ambas,"2,533"
ERI,Eritrea,2000,Hombres,908
ERI,Eritrea,2000,Mujeres,"1,254"
ERI,Eritrea,2000,Ambas,"2,162"
ERI,Eritrea,2000,Hombres,536
ERI,Eritrea,2000,Mujeres,914
ERI,Eritrea,2000,Ambas,"1,450"
ERI,Eritrea,2000,Hombres,442
ERI,Eritrea,2000,Mujeres,"1,025"
ERI,Eritrea,2000,Ambas,"1,467"
ERI,Eritrea,2000,Hombres,"39,740"
ERI,Eritrea,2000,Mujeres,"29,562"
ERI,Eritrea,2000,Ambas,"69,302"
ERI,Eritrea,2010,Hombres,"2,119"
ERI,Eritrea,2010,Mujeres,"1,289"
ERI,Eritrea,2010,Ambas,"3,408"
ERI,Eritrea,2010,Hombres,495
ERI,Eritrea,2010,Mujeres,423
ERI,Eritrea,2010,Ambas,918
ERI,Eritrea,2010,Hombres,"1,996"
ERI,Eritrea,2010,Mujeres,"2,058"
ERI,Eritrea,2010,Ambas,"4,053"
ERI,Eritrea,2010,Hombres,"3,221"
ERI,Eritrea,2010,Mujeres,"2,089"
ERI,Eritrea,2010,Ambas,"5,310"
ERI,Eritrea,2010,Hombres,429
ERI,Eritrea,2010,Mujeres,331
ERI,Eritrea,2010,Ambas,760
ERI,Eritrea,2010,Hombres,291
ERI,Eritrea,2010,Mujeres,306
ERI,Eritrea,2010,Ambas,597
ERI,Eritrea,2010,Hombres,595
ERI,Eritrea,2010,Mujeres,561
ERI,Eritrea,2010,Ambas,"1,155"
ERI,Eritrea,2010,Hombres,918
ERI,Eritrea,2010,Mujeres,807
ERI,Eritrea,2010,Ambas,"1,725"
ERI,Eritrea,2010,Hombres,"1,016"
ERI,Eritrea,2010,Mujeres,963
ERI,Eritrea,2010,Ambas,"1,979"
ERI,Eritrea,2010,Hombres,"1,209"
ERI,Eritrea,2010,Mujeres,"1,114"
ERI,Eritrea,2010,Ambas,"2,323"
ERI,Eritrea,2010,Hombres,"1,196"
ERI,Eritrea,2010,Mujeres,"1,198"
ERI,Eritrea,2010,Ambas,"2,394"
ERI,Eritrea,2010,Hombres,858
ERI,Eritrea,2010,Mujeres,774
ERI,Eritrea,2010,Ambas,"1,632"
ERI,Eritrea,2010,Hombres,735
ERI,Eritrea,2010,Mujeres,646
ERI,Eritrea,2010,Ambas,"1,381"
ERI,Eritrea,2010,Hombres,819
ERI,Eritrea,2010,Mujeres,843
ERI,Eritrea,2010,Ambas,"1,662"
ERI,Eritrea,2010,Hombres,918
ERI,Eritrea,2010,Mujeres,"1,013"
ERI,Eritrea,2010,Ambas,"1,931"
ERI,Eritrea,2010,Hombres,"1,145"
ERI,Eritrea,2010,Mujeres,"1,331"
ERI,Eritrea,2010,Ambas,"2,476"
ERI,Eritrea,2010,Hombres,"1,141"
ERI,Eritrea,2010,Mujeres,"1,461"
ERI,Eritrea,2010,Ambas,"2,602"
ERI,Eritrea,2010,Hombres,899
ERI,Eritrea,2010,Mujeres,"1,348"
ERI,Eritrea,2010,Ambas,"2,247"
ERI,Eritrea,2010,Hombres,624
ERI,Eritrea,2010,Mujeres,"1,118"
ERI,Eritrea,2010,Ambas,"1,742"
ERI,Eritrea,2010,Hombres,648
ERI,Eritrea,2010,Mujeres,"1,519"
ERI,Eritrea,2010,Ambas,"2,167"
ERI,Eritrea,2010,Hombres,"21,271"
ERI,Eritrea,2010,Mujeres,"21,192"
ERI,Eritrea,2010,Ambas,"42,462"
ESP,Spain,1970,Hombres,"6,032"
ESP,Spain,1970,Mujeres,"4,167"
ESP,Spain,1970,Ambas,"10,199"
ESP,Spain,1970,Hombres,"1,078"
ESP,Spain,1970,Mujeres,838
ESP,Spain,1970,Ambas,"1,916"
ESP,Spain,1970,Hombres,"3,231"
ESP,Spain,1970,Mujeres,"2,518"
ESP,Spain,1970,Ambas,"5,749"
ESP,Spain,1970,Hombres,"1,809"
ESP,Spain,1970,Mujeres,"1,418"
ESP,Spain,1970,Ambas,"3,227"
ESP,Spain,1970,Hombres,889
ESP,Spain,1970,Mujeres,596
ESP,Spain,1970,Ambas,"1,485"
ESP,Spain,1970,Hombres,691
ESP,Spain,1970,Mujeres,457
ESP,Spain,1970,Ambas,"1,148"
ESP,Spain,1970,Hombres,"1,182"
ESP,Spain,1970,Mujeres,519
ESP,Spain,1970,Ambas,"1,701"
ESP,Spain,1970,Hombres,"1,580"
ESP,Spain,1970,Mujeres,695
ESP,Spain,1970,Ambas,"2,275"
ESP,Spain,1970,Hombres,"1,524"
ESP,Spain,1970,Mujeres,769
ESP,Spain,1970,Ambas,"2,293"
ESP,Spain,1970,Hombres,"1,631"
ESP,Spain,1970,Mujeres,941
ESP,Spain,1970,Ambas,"2,572"
ESP,Spain,1970,Hombres,"2,570"
ESP,Spain,1970,Mujeres,"1,548"
ESP,Spain,1970,Ambas,"4,118"
ESP,Spain,1970,Hombres,"3,706"
ESP,Spain,1970,Mujeres,"2,207"
ESP,Spain,1970,Ambas,"5,913"
ESP,Spain,1970,Hombres,"5,365"
ESP,Spain,1970,Mujeres,"3,132"
ESP,Spain,1970,Ambas,"8,497"
ESP,Spain,1970,Hombres,"6,463"
ESP,Spain,1970,Mujeres,"4,181"
ESP,Spain,1970,Ambas,"10,644"
ESP,Spain,1970,Hombres,"9,681"
ESP,Spain,1970,Mujeres,"5,971"
ESP,Spain,1970,Ambas,"15,652"
ESP,Spain,1970,Hombres,"14,473"
ESP,Spain,1970,Mujeres,"9,028"
ESP,Spain,1970,Ambas,"23,501"
ESP,Spain,1970,Hombres,"18,852"
ESP,Spain,1970,Mujeres,"13,362"
ESP,Spain,1970,Ambas,"32,214"
ESP,Spain,1970,Hombres,"21,302"
ESP,Spain,1970,Mujeres,"18,681"
ESP,Spain,1970,Ambas,"39,983"
ESP,Spain,1970,Hombres,"20,735"
ESP,Spain,1970,Mujeres,"22,718"
ESP,Spain,1970,Ambas,"43,452"
ESP,Spain,1970,Hombres,"29,765"
ESP,Spain,1970,Mujeres,"48,946"
ESP,Spain,1970,Ambas,"78,711"
ESP,Spain,1970,Hombres,"152,556"
ESP,Spain,1970,Mujeres,"142,693"
ESP,Spain,1970,Ambas,"295,249"
ESP,Spain,1980,Hombres,"2,367"
ESP,Spain,1980,Mujeres,"1,680"
ESP,Spain,1980,Ambas,"4,047"
ESP,Spain,1980,Hombres,503
ESP,Spain,1980,Mujeres,380
ESP,Spain,1980,Ambas,883
ESP,Spain,1980,Hombres,"1,229"
ESP,Spain,1980,Mujeres,964
ESP,Spain,1980,Ambas,"2,192"
ESP,Spain,1980,Hombres,851
ESP,Spain,1980,Mujeres,632
ESP,Spain,1980,Ambas,"1,483"
ESP,Spain,1980,Hombres,654
ESP,Spain,1980,Mujeres,420
ESP,Spain,1980,Ambas,"1,074"
ESP,Spain,1980,Hombres,615
ESP,Spain,1980,Mujeres,381
ESP,Spain,1980,Ambas,996
ESP,Spain,1980,Hombres,"1,382"
ESP,Spain,1980,Mujeres,521
ESP,Spain,1980,Ambas,"1,904"
ESP,Spain,1980,Hombres,"1,659"
ESP,Spain,1980,Mujeres,546
ESP,Spain,1980,Ambas,"2,205"
ESP,Spain,1980,Hombres,"1,447"
ESP,Spain,1980,Mujeres,564
ESP,Spain,1980,Ambas,"2,012"
ESP,Spain,1980,Hombres,"1,628"
ESP,Spain,1980,Mujeres,758
ESP,Spain,1980,Ambas,"2,386"
ESP,Spain,1980,Hombres,"1,958"
ESP,Spain,1980,Mujeres,964
ESP,Spain,1980,Ambas,"2,922"
ESP,Spain,1980,Hombres,"2,869"
ESP,Spain,1980,Mujeres,"1,375"
ESP,Spain,1980,Ambas,"4,244"
ESP,Spain,1980,Hombres,"5,079"
ESP,Spain,1980,Mujeres,"2,486"
ESP,Spain,1980,Ambas,"7,566"
ESP,Spain,1980,Hombres,"7,766"
ESP,Spain,1980,Mujeres,"3,762"
ESP,Spain,1980,Ambas,"11,528"
ESP,Spain,1980,Hombres,"10,884"
ESP,Spain,1980,Mujeres,"5,268"
ESP,Spain,1980,Ambas,"16,153"
ESP,Spain,1980,Hombres,"12,496"
ESP,Spain,1980,Mujeres,"7,063"
ESP,Spain,1980,Ambas,"19,559"
ESP,Spain,1980,Hombres,"17,631"
ESP,Spain,1980,Mujeres,"11,262"
ESP,Spain,1980,Ambas,"28,893"
ESP,Spain,1980,Hombres,"23,094"
ESP,Spain,1980,Mujeres,"17,450"
ESP,Spain,1980,Ambas,"40,545"
ESP,Spain,1980,Hombres,"24,666"
ESP,Spain,1980,Mujeres,"24,620"
ESP,Spain,1980,Ambas,"49,286"
ESP,Spain,1980,Hombres,"35,942"
ESP,Spain,1980,Mujeres,"58,267"
ESP,Spain,1980,Ambas,"94,209"
ESP,Spain,1980,Hombres,"154,720"
ESP,Spain,1980,Mujeres,"139,365"
ESP,Spain,1980,Ambas,"294,084"
ESP,Spain,1990,Hombres,884
ESP,Spain,1990,Mujeres,659
ESP,Spain,1990,Ambas,"1,544"
ESP,Spain,1990,Hombres,237
ESP,Spain,1990,Mujeres,190
ESP,Spain,1990,Ambas,427
ESP,Spain,1990,Hombres,640
ESP,Spain,1990,Mujeres,491
ESP,Spain,1990,Ambas,"1,131"
ESP,Spain,1990,Hombres,374
ESP,Spain,1990,Mujeres,284
ESP,Spain,1990,Ambas,658
ESP,Spain,1990,Hombres,344
ESP,Spain,1990,Mujeres,221
ESP,Spain,1990,Ambas,565
ESP,Spain,1990,Hombres,460
ESP,Spain,1990,Mujeres,283
ESP,Spain,1990,Ambas,743
ESP,Spain,1990,Hombres,"1,595"
ESP,Spain,1990,Mujeres,559
ESP,Spain,1990,Ambas,"2,153"
ESP,Spain,1990,Hombres,"2,652"
ESP,Spain,1990,Mujeres,696
ESP,Spain,1990,Ambas,"3,347"
ESP,Spain,1990,Hombres,"2,934"
ESP,Spain,1990,Mujeres,822
ESP,Spain,1990,Ambas,"3,756"
ESP,Spain,1990,Hombres,"2,697"
ESP,Spain,1990,Mujeres,835
ESP,Spain,1990,Ambas,"3,532"
ESP,Spain,1990,Hombres,"2,515"
ESP,Spain,1990,Mujeres,972
ESP,Spain,1990,Ambas,"3,487"
ESP,Spain,1990,Hombres,"3,304"
ESP,Spain,1990,Mujeres,"1,422"
ESP,Spain,1990,Ambas,"4,727"
ESP,Spain,1990,Hombres,"4,444"
ESP,Spain,1990,Mujeres,"1,907"
ESP,Spain,1990,Ambas,"6,350"
ESP,Spain,1990,Hombres,"6,303"
ESP,Spain,1990,Mujeres,"2,767"
ESP,Spain,1990,Ambas,"9,071"
ESP,Spain,1990,Hombres,"11,040"
ESP,Spain,1990,Mujeres,"4,715"
ESP,Spain,1990,Ambas,"15,754"
ESP,Spain,1990,Hombres,"15,404"
ESP,Spain,1990,Mujeres,"7,095"
ESP,Spain,1990,Ambas,"22,499"
ESP,Spain,1990,Hombres,"20,612"
ESP,Spain,1990,Mujeres,"10,625"
ESP,Spain,1990,Ambas,"31,237"
ESP,Spain,1990,Hombres,"21,702"
ESP,Spain,1990,Mujeres,"15,119"
ESP,Spain,1990,Ambas,"36,820"
ESP,Spain,1990,Hombres,"26,273"
ESP,Spain,1990,Mujeres,"24,360"
ESP,Spain,1990,Ambas,"50,633"
ESP,Spain,1990,Hombres,"53,630"
ESP,Spain,1990,Mujeres,"83,209"
ESP,Spain,1990,Ambas,"136,838"
ESP,Spain,1990,Hombres,"178,043"
ESP,Spain,1990,Mujeres,"157,229"
ESP,Spain,1990,Ambas,"335,272"
ESP,Spain,2000,Hombres,510
ESP,Spain,2000,Mujeres,395
ESP,Spain,2000,Ambas,906
ESP,Spain,2000,Hombres,153
ESP,Spain,2000,Mujeres,125
ESP,Spain,2000,Ambas,278
ESP,Spain,2000,Hombres,330
ESP,Spain,2000,Mujeres,256
ESP,Spain,2000,Ambas,586
ESP,Spain,2000,Hombres,198
ESP,Spain,2000,Mujeres,155
ESP,Spain,2000,Ambas,353
ESP,Spain,2000,Hombres,187
ESP,Spain,2000,Mujeres,112
ESP,Spain,2000,Ambas,300
ESP,Spain,2000,Hombres,216
ESP,Spain,2000,Mujeres,143
ESP,Spain,2000,Ambas,359
ESP,Spain,2000,Hombres,840
ESP,Spain,2000,Mujeres,325
ESP,Spain,2000,Ambas,"1,165"
ESP,Spain,2000,Hombres,"1,512"
ESP,Spain,2000,Mujeres,444
ESP,Spain,2000,Ambas,"1,955"
ESP,Spain,2000,Hombres,"1,812"
ESP,Spain,2000,Mujeres,519
ESP,Spain,2000,Ambas,"2,330"
ESP,Spain,2000,Hombres,"2,339"
ESP,Spain,2000,Mujeres,788
ESP,Spain,2000,Ambas,"3,127"
ESP,Spain,2000,Hombres,"2,910"
ESP,Spain,2000,Mujeres,"1,086"
ESP,Spain,2000,Ambas,"3,996"
ESP,Spain,2000,Hombres,"3,540"
ESP,Spain,2000,Mujeres,"1,550"
ESP,Spain,2000,Ambas,"5,089"
ESP,Spain,2000,Hombres,"4,571"
ESP,Spain,2000,Mujeres,"1,935"
ESP,Spain,2000,Ambas,"6,507"
ESP,Spain,2000,Hombres,"6,670"
ESP,Spain,2000,Mujeres,"2,655"
ESP,Spain,2000,Ambas,"9,325"
ESP,Spain,2000,Hombres,"8,756"
ESP,Spain,2000,Mujeres,"3,466"
ESP,Spain,2000,Ambas,"12,223"
ESP,Spain,2000,Hombres,"12,229"
ESP,Spain,2000,Mujeres,"5,016"
ESP,Spain,2000,Ambas,"17,245"
ESP,Spain,2000,Hombres,"20,618"
ESP,Spain,2000,Mujeres,"9,468"
ESP,Spain,2000,Ambas,"30,086"
ESP,Spain,2000,Hombres,"27,288"
ESP,Spain,2000,Mujeres,"15,446"
ESP,Spain,2000,Ambas,"42,734"
ESP,Spain,2000,Hombres,"32,876"
ESP,Spain,2000,Mujeres,"24,558"
ESP,Spain,2000,Ambas,"57,435"
ESP,Spain,2000,Hombres,"68,222"
ESP,Spain,2000,Mujeres,"106,790"
ESP,Spain,2000,Ambas,"175,011"
ESP,Spain,2000,Hombres,"195,777"
ESP,Spain,2000,Mujeres,"175,232"
ESP,Spain,2000,Ambas,"371,009"
ESP,Spain,2010,Hombres,482
ESP,Spain,2010,Mujeres,375
ESP,Spain,2010,Ambas,856
ESP,Spain,2010,Hombres,146
ESP,Spain,2010,Mujeres,120
ESP,Spain,2010,Ambas,266
ESP,Spain,2010,Hombres,317
ESP,Spain,2010,Mujeres,247
ESP,Spain,2010,Ambas,564
ESP,Spain,2010,Hombres,192
ESP,Spain,2010,Mujeres,152
ESP,Spain,2010,Ambas,344
ESP,Spain,2010,Hombres,143
ESP,Spain,2010,Mujeres,92
ESP,Spain,2010,Ambas,236
ESP,Spain,2010,Hombres,144
ESP,Spain,2010,Mujeres,103
ESP,Spain,2010,Ambas,247
ESP,Spain,2010,Hombres,483
ESP,Spain,2010,Mujeres,181
ESP,Spain,2010,Ambas,664
ESP,Spain,2010,Hombres,697
ESP,Spain,2010,Mujeres,228
ESP,Spain,2010,Ambas,924
ESP,Spain,2010,Hombres,959
ESP,Spain,2010,Mujeres,327
ESP,Spain,2010,Ambas,"1,286"
ESP,Spain,2010,Hombres,"1,423"
ESP,Spain,2010,Mujeres,606
ESP,Spain,2010,Ambas,"2,029"
ESP,Spain,2010,Hombres,"2,191"
ESP,Spain,2010,Mujeres,"1,062"
ESP,Spain,2010,Ambas,"3,253"
ESP,Spain,2010,Hombres,"3,385"
ESP,Spain,2010,Mujeres,"1,647"
ESP,Spain,2010,Ambas,"5,032"
ESP,Spain,2010,Hombres,"4,787"
ESP,Spain,2010,Mujeres,"2,422"
ESP,Spain,2010,Ambas,"7,209"
ESP,Spain,2010,Hombres,"6,732"
ESP,Spain,2010,Mujeres,"3,159"
ESP,Spain,2010,Ambas,"9,891"
ESP,Spain,2010,Hombres,"8,685"
ESP,Spain,2010,Mujeres,"3,741"
ESP,Spain,2010,Ambas,"12,426"
ESP,Spain,2010,Hombres,"12,113"
ESP,Spain,2010,Mujeres,"5,353"
ESP,Spain,2010,Ambas,"17,466"
ESP,Spain,2010,Hombres,"14,948"
ESP,Spain,2010,Mujeres,"7,144"
ESP,Spain,2010,Ambas,"22,092"
ESP,Spain,2010,Hombres,"20,936"
ESP,Spain,2010,Mujeres,"12,031"
ESP,Spain,2010,Ambas,"32,967"
ESP,Spain,2010,Hombres,"32,059"
ESP,Spain,2010,Mujeres,"23,714"
ESP,Spain,2010,Ambas,"55,773"
ESP,Spain,2010,Hombres,"94,172"
ESP,Spain,2010,Mujeres,"138,043"
ESP,Spain,2010,Ambas,"232,216"
ESP,Spain,2010,Hombres,"204,995"
ESP,Spain,2010,Mujeres,"200,746"
ESP,Spain,2010,Ambas,"405,741"
EST,Estonia,1970,Hombres,147
EST,Estonia,1970,Mujeres,101
EST,Estonia,1970,Ambas,248
EST,Estonia,1970,Hombres,33
EST,Estonia,1970,Mujeres,22
EST,Estonia,1970,Ambas,55
EST,Estonia,1970,Hombres,75
EST,Estonia,1970,Mujeres,56
EST,Estonia,1970,Ambas,132
EST,Estonia,1970,Hombres,67
EST,Estonia,1970,Mujeres,44
EST,Estonia,1970,Ambas,111
EST,Estonia,1970,Hombres,43
EST,Estonia,1970,Mujeres,24
EST,Estonia,1970,Ambas,67
EST,Estonia,1970,Hombres,33
EST,Estonia,1970,Mujeres,16
EST,Estonia,1970,Ambas,49
EST,Estonia,1970,Hombres,80
EST,Estonia,1970,Mujeres,27
EST,Estonia,1970,Ambas,107
EST,Estonia,1970,Hombres,128
EST,Estonia,1970,Mujeres,34
EST,Estonia,1970,Ambas,162
EST,Estonia,1970,Hombres,143
EST,Estonia,1970,Mujeres,30
EST,Estonia,1970,Ambas,173
EST,Estonia,1970,Hombres,206
EST,Estonia,1970,Mujeres,58
EST,Estonia,1970,Ambas,265
EST,Estonia,1970,Hombres,236
EST,Estonia,1970,Mujeres,72
EST,Estonia,1970,Ambas,308
EST,Estonia,1970,Hombres,310
EST,Estonia,1970,Mujeres,118
EST,Estonia,1970,Ambas,428
EST,Estonia,1970,Hombres,279
EST,Estonia,1970,Mujeres,157
EST,Estonia,1970,Ambas,436
EST,Estonia,1970,Hombres,270
EST,Estonia,1970,Mujeres,172
EST,Estonia,1970,Ambas,442
EST,Estonia,1970,Hombres,519
EST,Estonia,1970,Mujeres,330
EST,Estonia,1970,Ambas,850
EST,Estonia,1970,Hombres,700
EST,Estonia,1970,Mujeres,497
EST,Estonia,1970,Ambas,"1,197"
EST,Estonia,1970,Hombres,909
EST,Estonia,1970,Mujeres,780
EST,Estonia,1970,Ambas,"1,689"
EST,Estonia,1970,Hombres,901
EST,Estonia,1970,Mujeres,"1,132"
EST,Estonia,1970,Ambas,"2,033"
EST,Estonia,1970,Hombres,814
EST,Estonia,1970,Mujeres,"1,413"
EST,Estonia,1970,Ambas,"2,227"
EST,Estonia,1970,Hombres,"1,135"
EST,Estonia,1970,Mujeres,"2,881"
EST,Estonia,1970,Ambas,"4,016"
EST,Estonia,1970,Hombres,"7,028"
EST,Estonia,1970,Mujeres,"7,966"
EST,Estonia,1970,Ambas,"14,994"
EST,Estonia,1980,Hombres,147
EST,Estonia,1980,Mujeres,101
EST,Estonia,1980,Ambas,248
EST,Estonia,1980,Hombres,32
EST,Estonia,1980,Mujeres,21
EST,Estonia,1980,Ambas,53
EST,Estonia,1980,Hombres,71
EST,Estonia,1980,Mujeres,54
EST,Estonia,1980,Ambas,124
EST,Estonia,1980,Hombres,67
EST,Estonia,1980,Mujeres,44
EST,Estonia,1980,Ambas,110
EST,Estonia,1980,Hombres,41
EST,Estonia,1980,Mujeres,24
EST,Estonia,1980,Ambas,65
EST,Estonia,1980,Hombres,27
EST,Estonia,1980,Mujeres,18
EST,Estonia,1980,Ambas,45
EST,Estonia,1980,Hombres,84
EST,Estonia,1980,Mujeres,24
EST,Estonia,1980,Ambas,109
EST,Estonia,1980,Hombres,143
EST,Estonia,1980,Mujeres,36
EST,Estonia,1980,Ambas,179
EST,Estonia,1980,Hombres,192
EST,Estonia,1980,Mujeres,45
EST,Estonia,1980,Ambas,236
EST,Estonia,1980,Hombres,218
EST,Estonia,1980,Mujeres,59
EST,Estonia,1980,Ambas,277
EST,Estonia,1980,Hombres,268
EST,Estonia,1980,Mujeres,74
EST,Estonia,1980,Ambas,341
EST,Estonia,1980,Hombres,412
EST,Estonia,1980,Mujeres,126
EST,Estonia,1980,Ambas,538
EST,Estonia,1980,Hombres,521
EST,Estonia,1980,Mujeres,186
EST,Estonia,1980,Ambas,707
EST,Estonia,1980,Hombres,698
EST,Estonia,1980,Mujeres,317
EST,Estonia,1980,Ambas,"1,015"
EST,Estonia,1980,Hombres,630
EST,Estonia,1980,Mujeres,417
EST,Estonia,1980,Ambas,"1,047"
EST,Estonia,1980,Hombres,577
EST,Estonia,1980,Mujeres,403
EST,Estonia,1980,Ambas,980
EST,Estonia,1980,Hombres,"1,001"
EST,Estonia,1980,Mujeres,839
EST,Estonia,1980,Ambas,"1,840"
EST,Estonia,1980,Hombres,"1,129"
EST,Estonia,1980,Mujeres,"1,329"
EST,Estonia,1980,Ambas,"2,459"
EST,Estonia,1980,Hombres,"1,130"
EST,Estonia,1980,Mujeres,"1,775"
EST,Estonia,1980,Ambas,"2,906"
EST,Estonia,1980,Hombres,"1,332"
EST,Estonia,1980,Mujeres,"3,803"
EST,Estonia,1980,Ambas,"5,135"
EST,Estonia,1980,Hombres,"8,723"
EST,Estonia,1980,Mujeres,"9,692"
EST,Estonia,1980,Ambas,"18,415"
EST,Estonia,1990,Hombres,118
EST,Estonia,1990,Mujeres,81
EST,Estonia,1990,Ambas,199
EST,Estonia,1990,Hombres,27
EST,Estonia,1990,Mujeres,18
EST,Estonia,1990,Ambas,45
EST,Estonia,1990,Hombres,57
EST,Estonia,1990,Mujeres,44
EST,Estonia,1990,Ambas,101
EST,Estonia,1990,Hombres,62
EST,Estonia,1990,Mujeres,40
EST,Estonia,1990,Ambas,102
EST,Estonia,1990,Hombres,46
EST,Estonia,1990,Mujeres,26
EST,Estonia,1990,Ambas,72
EST,Estonia,1990,Hombres,38
EST,Estonia,1990,Mujeres,16
EST,Estonia,1990,Ambas,55
EST,Estonia,1990,Hombres,92
EST,Estonia,1990,Mujeres,32
EST,Estonia,1990,Ambas,124
EST,Estonia,1990,Hombres,134
EST,Estonia,1990,Mujeres,33
EST,Estonia,1990,Ambas,167
EST,Estonia,1990,Hombres,162
EST,Estonia,1990,Mujeres,45
EST,Estonia,1990,Ambas,208
EST,Estonia,1990,Hombres,219
EST,Estonia,1990,Mujeres,55
EST,Estonia,1990,Ambas,274
EST,Estonia,1990,Hombres,269
EST,Estonia,1990,Mujeres,80
EST,Estonia,1990,Ambas,349
EST,Estonia,1990,Hombres,346
EST,Estonia,1990,Mujeres,119
EST,Estonia,1990,Ambas,465
EST,Estonia,1990,Hombres,427
EST,Estonia,1990,Mujeres,156
EST,Estonia,1990,Ambas,582
EST,Estonia,1990,Hombres,699
EST,Estonia,1990,Mujeres,283
EST,Estonia,1990,Ambas,982
EST,Estonia,1990,Hombres,886
EST,Estonia,1990,Mujeres,401
EST,Estonia,1990,Ambas,"1,286"
EST,Estonia,1990,Hombres,"1,162"
EST,Estonia,1990,Mujeres,683
EST,Estonia,1990,Ambas,"1,845"
EST,Estonia,1990,Hombres,962
EST,Estonia,1990,Mujeres,917
EST,Estonia,1990,Ambas,"1,879"
EST,Estonia,1990,Hombres,834
EST,Estonia,1990,Mujeres,942
EST,Estonia,1990,Ambas,"1,776"
EST,Estonia,1990,Hombres,"1,071"
EST,Estonia,1990,Mujeres,"1,715"
EST,Estonia,1990,Ambas,"2,786"
EST,Estonia,1990,Hombres,"1,594"
EST,Estonia,1990,Mujeres,"4,407"
EST,Estonia,1990,Ambas,"6,001"
EST,Estonia,1990,Hombres,"9,205"
EST,Estonia,1990,Mujeres,"10,091"
EST,Estonia,1990,Ambas,"19,296"
EST,Estonia,2000,Hombres,38
EST,Estonia,2000,Mujeres,26
EST,Estonia,2000,Ambas,64
EST,Estonia,2000,Hombres,12
EST,Estonia,2000,Mujeres,8
EST,Estonia,2000,Ambas,19
EST,Estonia,2000,Hombres,23
EST,Estonia,2000,Mujeres,18
EST,Estonia,2000,Ambas,41
EST,Estonia,2000,Hombres,22
EST,Estonia,2000,Mujeres,14
EST,Estonia,2000,Ambas,36
EST,Estonia,2000,Hombres,17
EST,Estonia,2000,Mujeres,12
EST,Estonia,2000,Ambas,29
EST,Estonia,2000,Hombres,20
EST,Estonia,2000,Mujeres,10
EST,Estonia,2000,Ambas,30
EST,Estonia,2000,Hombres,64
EST,Estonia,2000,Mujeres,22
EST,Estonia,2000,Ambas,85
EST,Estonia,2000,Hombres,120
EST,Estonia,2000,Mujeres,25
EST,Estonia,2000,Ambas,144
EST,Estonia,2000,Hombres,129
EST,Estonia,2000,Mujeres,29
EST,Estonia,2000,Ambas,159
EST,Estonia,2000,Hombres,160
EST,Estonia,2000,Mujeres,49
EST,Estonia,2000,Ambas,208
EST,Estonia,2000,Hombres,255
EST,Estonia,2000,Mujeres,77
EST,Estonia,2000,Ambas,331
EST,Estonia,2000,Hombres,430
EST,Estonia,2000,Mujeres,129
EST,Estonia,2000,Ambas,559
EST,Estonia,2000,Hombres,576
EST,Estonia,2000,Mujeres,208
EST,Estonia,2000,Ambas,784
EST,Estonia,2000,Hombres,688
EST,Estonia,2000,Mujeres,283
EST,Estonia,2000,Ambas,970
EST,Estonia,2000,Hombres,786
EST,Estonia,2000,Mujeres,349
EST,Estonia,2000,Ambas,"1,135"
EST,Estonia,2000,Hombres,"1,184"
EST,Estonia,2000,Mujeres,563
EST,Estonia,2000,Ambas,"1,748"
EST,Estonia,2000,Hombres,"1,242"
EST,Estonia,2000,Mujeres,773
EST,Estonia,2000,Ambas,"2,015"
EST,Estonia,2000,Hombres,"1,383"
EST,Estonia,2000,Mujeres,"1,268"
EST,Estonia,2000,Ambas,"2,651"
EST,Estonia,2000,Hombres,947
EST,Estonia,2000,Mujeres,"1,581"
EST,Estonia,2000,Ambas,"2,528"
EST,Estonia,2000,Hombres,"1,420"
EST,Estonia,2000,Mujeres,"3,859"
EST,Estonia,2000,Ambas,"5,280"
EST,Estonia,2000,Hombres,"9,514"
EST,Estonia,2000,Mujeres,"9,301"
EST,Estonia,2000,Ambas,"18,815"
EST,Estonia,2010,Hombres,20
EST,Estonia,2010,Mujeres,15
EST,Estonia,2010,Ambas,35
EST,Estonia,2010,Hombres,8
EST,Estonia,2010,Mujeres,6
EST,Estonia,2010,Ambas,14
EST,Estonia,2010,Hombres,14
EST,Estonia,2010,Mujeres,11
EST,Estonia,2010,Ambas,25
EST,Estonia,2010,Hombres,13
EST,Estonia,2010,Mujeres,8
EST,Estonia,2010,Ambas,21
EST,Estonia,2010,Hombres,7
EST,Estonia,2010,Mujeres,3
EST,Estonia,2010,Ambas,10
EST,Estonia,2010,Hombres,7
EST,Estonia,2010,Mujeres,5
EST,Estonia,2010,Ambas,12
