Código del País,Nombre del  País,Años de Registro,Sexo de la Agrupación,Número de muertes
AFG,Afghanistan,1970,Hombres,"19,241"
AFG,Afghanistan,1970,Mujeres,"12,600"
AFG,Afghanistan,1970,Ambas,"31,840"
AFG,Afghanistan,1970,Hombres,"15,939"
AFG,Afghanistan,1970,Mujeres,"11,287"
AFG,Afghanistan,1970,Ambas,"27,226"
AFG,Afghanistan,1970,Hombres,"37,513"
AFG,Afghanistan,1970,Mujeres,"32,113"
AFG,Afghanistan,1970,Ambas,"69,626"
AFG,Afghanistan,1970,Hombres,"36,694"
AFG,Afghanistan,1970,Mujeres,"32,848"
AFG,Afghanistan,1970,Ambas,"69,542"
AFG,Afghanistan,1970,Hombres,"3,467"
AFG,Afghanistan,1970,Mujeres,"2,492"
AFG,Afghanistan,1970,Ambas,"5,959"
AFG,Afghanistan,1970,Hombres,"1,723"
AFG,Afghanistan,1970,Mujeres,"1,806"
AFG,Afghanistan,1970,Ambas,"3,529"
AFG,Afghanistan,1970,Hombres,"1,816"
AFG,Afghanistan,1970,Mujeres,"1,902"
AFG,Afghanistan,1970,Ambas,"3,718"
AFG,Afghanistan,1970,Hombres,"2,240"
AFG,Afghanistan,1970,Mujeres,"2,630"
AFG,Afghanistan,1970,Ambas,"4,870"
AFG,Afghanistan,1970,Hombres,"2,050"
AFG,Afghanistan,1970,Mujeres,"2,889"
AFG,Afghanistan,1970,Ambas,"4,939"
AFG,Afghanistan,1970,Hombres,"2,038"
AFG,Afghanistan,1970,Mujeres,"2,799"
AFG,Afghanistan,1970,Ambas,"4,838"
AFG,Afghanistan,1970,Hombres,"2,242"
AFG,Afghanistan,1970,Mujeres,"3,358"
AFG,Afghanistan,1970,Ambas,"5,600"
AFG,Afghanistan,1970,Hombres,"2,528"
AFG,Afghanistan,1970,Mujeres,"2,908"
AFG,Afghanistan,1970,Ambas,"5,437"
AFG,Afghanistan,1970,Hombres,"2,993"
AFG,Afghanistan,1970,Mujeres,"2,909"
AFG,Afghanistan,1970,Ambas,"5,902"
AFG,Afghanistan,1970,Hombres,"3,569"
AFG,Afghanistan,1970,Mujeres,"3,300"
AFG,Afghanistan,1970,Ambas,"6,870"
AFG,Afghanistan,1970,Hombres,"3,911"
AFG,Afghanistan,1970,Mujeres,"3,532"
AFG,Afghanistan,1970,Ambas,"7,443"
AFG,Afghanistan,1970,Hombres,"4,239"
AFG,Afghanistan,1970,Mujeres,"4,514"
AFG,Afghanistan,1970,Ambas,"8,752"
AFG,Afghanistan,1970,Hombres,"3,968"
AFG,Afghanistan,1970,Mujeres,"4,580"
AFG,Afghanistan,1970,Ambas,"8,547"
AFG,Afghanistan,1970,Hombres,"3,435"
AFG,Afghanistan,1970,Mujeres,"4,404"
AFG,Afghanistan,1970,Ambas,"7,839"
AFG,Afghanistan,1970,Hombres,"2,374"
AFG,Afghanistan,1970,Mujeres,"3,129"
AFG,Afghanistan,1970,Ambas,"5,503"
AFG,Afghanistan,1970,Hombres,"1,676"
AFG,Afghanistan,1970,Mujeres,"2,180"
AFG,Afghanistan,1970,Ambas,"3,856"
AFG,Afghanistan,1970,Hombres,"153,656"
AFG,Afghanistan,1970,Mujeres,"138,181"
AFG,Afghanistan,1970,Ambas,"291,837"
AFG,Afghanistan,1980,Hombres,"16,152"
AFG,Afghanistan,1980,Mujeres,"10,838"
AFG,Afghanistan,1980,Ambas,"26,991"
AFG,Afghanistan,1980,Hombres,"12,551"
AFG,Afghanistan,1980,Mujeres,"9,217"
AFG,Afghanistan,1980,Ambas,"21,768"
AFG,Afghanistan,1980,Hombres,"32,316"
AFG,Afghanistan,1980,Mujeres,"27,191"
AFG,Afghanistan,1980,Ambas,"59,506"
AFG,Afghanistan,1980,Hombres,"30,885"
AFG,Afghanistan,1980,Mujeres,"27,506"
AFG,Afghanistan,1980,Ambas,"58,391"
AFG,Afghanistan,1980,Hombres,"3,263"
AFG,Afghanistan,1980,Mujeres,"2,363"
AFG,Afghanistan,1980,Ambas,"5,626"
AFG,Afghanistan,1980,Hombres,"2,912"
AFG,Afghanistan,1980,Mujeres,"2,473"
AFG,Afghanistan,1980,Ambas,"5,386"
AFG,Afghanistan,1980,Hombres,"3,396"
AFG,Afghanistan,1980,Mujeres,"2,796"
AFG,Afghanistan,1980,Ambas,"6,192"
AFG,Afghanistan,1980,Hombres,"3,859"
AFG,Afghanistan,1980,Mujeres,"3,440"
AFG,Afghanistan,1980,Ambas,"7,299"
AFG,Afghanistan,1980,Hombres,"3,509"
AFG,Afghanistan,1980,Mujeres,"3,710"
AFG,Afghanistan,1980,Ambas,"7,219"
AFG,Afghanistan,1980,Hombres,"3,560"
AFG,Afghanistan,1980,Mujeres,"3,761"
AFG,Afghanistan,1980,Ambas,"7,321"
AFG,Afghanistan,1980,Hombres,"3,778"
AFG,Afghanistan,1980,Mujeres,"4,585"
AFG,Afghanistan,1980,Ambas,"8,362"
AFG,Afghanistan,1980,Hombres,"4,094"
AFG,Afghanistan,1980,Mujeres,"3,940"
AFG,Afghanistan,1980,Ambas,"8,035"
AFG,Afghanistan,1980,Hombres,"4,630"
AFG,Afghanistan,1980,Mujeres,"3,882"
AFG,Afghanistan,1980,Ambas,"8,512"
AFG,Afghanistan,1980,Hombres,"5,209"
AFG,Afghanistan,1980,Mujeres,"4,287"
AFG,Afghanistan,1980,Ambas,"9,496"
AFG,Afghanistan,1980,Hombres,"5,401"
AFG,Afghanistan,1980,Mujeres,"4,470"
AFG,Afghanistan,1980,Ambas,"9,871"
AFG,Afghanistan,1980,Hombres,"5,496"
AFG,Afghanistan,1980,Mujeres,"5,442"
AFG,Afghanistan,1980,Ambas,"10,938"
AFG,Afghanistan,1980,Hombres,"4,944"
AFG,Afghanistan,1980,Mujeres,"5,449"
AFG,Afghanistan,1980,Ambas,"10,393"
AFG,Afghanistan,1980,Hombres,"4,111"
AFG,Afghanistan,1980,Mujeres,"5,187"
AFG,Afghanistan,1980,Ambas,"9,298"
AFG,Afghanistan,1980,Hombres,"2,776"
AFG,Afghanistan,1980,Mujeres,"3,741"
AFG,Afghanistan,1980,Ambas,"6,517"
AFG,Afghanistan,1980,Hombres,"2,094"
AFG,Afghanistan,1980,Mujeres,"2,831"
AFG,Afghanistan,1980,Ambas,"4,924"
AFG,Afghanistan,1980,Hombres,"154,935"
AFG,Afghanistan,1980,Mujeres,"137,110"
AFG,Afghanistan,1980,Ambas,"292,045"
AFG,Afghanistan,1990,Hombres,"12,635"
AFG,Afghanistan,1990,Mujeres,"8,636"
AFG,Afghanistan,1990,Ambas,"21,271"
AFG,Afghanistan,1990,Hombres,"8,325"
AFG,Afghanistan,1990,Mujeres,"6,203"
AFG,Afghanistan,1990,Ambas,"14,528"
AFG,Afghanistan,1990,Hombres,"22,711"
AFG,Afghanistan,1990,Mujeres,"19,286"
AFG,Afghanistan,1990,Ambas,"41,997"
AFG,Afghanistan,1990,Hombres,"18,029"
AFG,Afghanistan,1990,Mujeres,"15,943"
AFG,Afghanistan,1990,Ambas,"33,972"
AFG,Afghanistan,1990,Hombres,"1,956"
AFG,Afghanistan,1990,Mujeres,"1,446"
AFG,Afghanistan,1990,Ambas,"3,401"
AFG,Afghanistan,1990,Hombres,"1,232"
AFG,Afghanistan,1990,Mujeres,"1,499"
AFG,Afghanistan,1990,Ambas,"2,731"
AFG,Afghanistan,1990,Hombres,"1,773"
AFG,Afghanistan,1990,Mujeres,"1,916"
AFG,Afghanistan,1990,Ambas,"3,689"
AFG,Afghanistan,1990,Hombres,"2,120"
AFG,Afghanistan,1990,Mujeres,"2,323"
AFG,Afghanistan,1990,Ambas,"4,443"
AFG,Afghanistan,1990,Hombres,"1,910"
AFG,Afghanistan,1990,Mujeres,"2,491"
AFG,Afghanistan,1990,Ambas,"4,401"
AFG,Afghanistan,1990,Hombres,"1,883"
AFG,Afghanistan,1990,Mujeres,"2,449"
AFG,Afghanistan,1990,Ambas,"4,332"
AFG,Afghanistan,1990,Hombres,"2,152"
AFG,Afghanistan,1990,Mujeres,"3,294"
AFG,Afghanistan,1990,Ambas,"5,445"
AFG,Afghanistan,1990,Hombres,"2,557"
AFG,Afghanistan,1990,Mujeres,"2,999"
AFG,Afghanistan,1990,Ambas,"5,556"
AFG,Afghanistan,1990,Hombres,"2,945"
AFG,Afghanistan,1990,Mujeres,"2,897"
AFG,Afghanistan,1990,Ambas,"5,842"
AFG,Afghanistan,1990,Hombres,"3,516"
AFG,Afghanistan,1990,Mujeres,"3,261"
AFG,Afghanistan,1990,Ambas,"6,776"
AFG,Afghanistan,1990,Hombres,"3,857"
AFG,Afghanistan,1990,Mujeres,"3,474"
AFG,Afghanistan,1990,Ambas,"7,330"
AFG,Afghanistan,1990,Hombres,"4,109"
AFG,Afghanistan,1990,Mujeres,"4,314"
AFG,Afghanistan,1990,Ambas,"8,423"
AFG,Afghanistan,1990,Hombres,"3,860"
AFG,Afghanistan,1990,Mujeres,"4,453"
AFG,Afghanistan,1990,Ambas,"8,312"
AFG,Afghanistan,1990,Hombres,"3,387"
AFG,Afghanistan,1990,Mujeres,"4,428"
AFG,Afghanistan,1990,Ambas,"7,815"
AFG,Afghanistan,1990,Hombres,"2,430"
AFG,Afghanistan,1990,Mujeres,"3,341"
AFG,Afghanistan,1990,Ambas,"5,771"
AFG,Afghanistan,1990,Hombres,"1,919"
AFG,Afghanistan,1990,Mujeres,"2,680"
AFG,Afghanistan,1990,Ambas,"4,599"
AFG,Afghanistan,1990,Hombres,"103,305"
AFG,Afghanistan,1990,Mujeres,"97,331"
AFG,Afghanistan,1990,Ambas,"200,636"
AFG,Afghanistan,2000,Hombres,"19,345"
AFG,Afghanistan,2000,Mujeres,"13,222"
AFG,Afghanistan,2000,Ambas,"32,567"
AFG,Afghanistan,2000,Hombres,"12,365"
AFG,Afghanistan,2000,Mujeres,"9,189"
AFG,Afghanistan,2000,Ambas,"21,554"
AFG,Afghanistan,2000,Hombres,"34,469"
AFG,Afghanistan,2000,Mujeres,"29,421"
AFG,Afghanistan,2000,Ambas,"63,890"
AFG,Afghanistan,2000,Hombres,"27,290"
AFG,Afghanistan,2000,Mujeres,"24,027"
AFG,Afghanistan,2000,Ambas,"51,317"
AFG,Afghanistan,2000,Hombres,"3,363"
AFG,Afghanistan,2000,Mujeres,"2,500"
AFG,Afghanistan,2000,Ambas,"5,863"
AFG,Afghanistan,2000,Hombres,"2,243"
AFG,Afghanistan,2000,Mujeres,"2,982"
AFG,Afghanistan,2000,Ambas,"5,225"
AFG,Afghanistan,2000,Hombres,"3,346"
AFG,Afghanistan,2000,Mujeres,"3,816"
AFG,Afghanistan,2000,Ambas,"7,162"
AFG,Afghanistan,2000,Hombres,"3,950"
AFG,Afghanistan,2000,Mujeres,"4,519"
AFG,Afghanistan,2000,Ambas,"8,470"
AFG,Afghanistan,2000,Hombres,"3,556"
AFG,Afghanistan,2000,Mujeres,"4,877"
AFG,Afghanistan,2000,Ambas,"8,433"
AFG,Afghanistan,2000,Hombres,"3,504"
AFG,Afghanistan,2000,Mujeres,"4,788"
AFG,Afghanistan,2000,Ambas,"8,292"
AFG,Afghanistan,2000,Hombres,"4,049"
AFG,Afghanistan,2000,Mujeres,"6,689"
AFG,Afghanistan,2000,Ambas,"10,738"
AFG,Afghanistan,2000,Hombres,"4,509"
AFG,Afghanistan,2000,Mujeres,"5,541"
AFG,Afghanistan,2000,Ambas,"10,049"
AFG,Afghanistan,2000,Hombres,"5,304"
AFG,Afghanistan,2000,Mujeres,"5,353"
AFG,Afghanistan,2000,Ambas,"10,658"
AFG,Afghanistan,2000,Hombres,"6,590"
AFG,Afghanistan,2000,Mujeres,"6,235"
AFG,Afghanistan,2000,Ambas,"12,826"
AFG,Afghanistan,2000,Hombres,"7,006"
AFG,Afghanistan,2000,Mujeres,"6,421"
AFG,Afghanistan,2000,Ambas,"13,427"
AFG,Afghanistan,2000,Hombres,"7,475"
AFG,Afghanistan,2000,Mujeres,"8,044"
AFG,Afghanistan,2000,Ambas,"15,519"
AFG,Afghanistan,2000,Hombres,"7,043"
AFG,Afghanistan,2000,Mujeres,"8,296"
AFG,Afghanistan,2000,Ambas,"15,339"
AFG,Afghanistan,2000,Hombres,"6,170"
AFG,Afghanistan,2000,Mujeres,"8,255"
AFG,Afghanistan,2000,Ambas,"14,425"
AFG,Afghanistan,2000,Hombres,"4,421"
AFG,Afghanistan,2000,Mujeres,"6,245"
AFG,Afghanistan,2000,Ambas,"10,666"
AFG,Afghanistan,2000,Hombres,"3,560"
AFG,Afghanistan,2000,Mujeres,"5,138"
AFG,Afghanistan,2000,Ambas,"8,698"
AFG,Afghanistan,2000,Hombres,"169,558"
AFG,Afghanistan,2000,Mujeres,"165,558"
AFG,Afghanistan,2000,Ambas,"335,117"
AFG,Afghanistan,2010,Hombres,"17,163"
AFG,Afghanistan,2010,Mujeres,"11,904"
AFG,Afghanistan,2010,Ambas,"29,067"
AFG,Afghanistan,2010,Hombres,"7,639"
AFG,Afghanistan,2010,Mujeres,"5,864"
AFG,Afghanistan,2010,Ambas,"13,504"
AFG,Afghanistan,2010,Hombres,"22,361"
AFG,Afghanistan,2010,Mujeres,"19,657"
AFG,Afghanistan,2010,Ambas,"42,017"
AFG,Afghanistan,2010,Hombres,"14,079"
AFG,Afghanistan,2010,Mujeres,"12,352"
AFG,Afghanistan,2010,Ambas,"26,432"
AFG,Afghanistan,2010,Hombres,"2,749"
AFG,Afghanistan,2010,Mujeres,"2,054"
AFG,Afghanistan,2010,Ambas,"4,804"
AFG,Afghanistan,2010,Hombres,"2,296"
AFG,Afghanistan,2010,Mujeres,"2,963"
AFG,Afghanistan,2010,Ambas,"5,259"
AFG,Afghanistan,2010,Hombres,"4,079"
AFG,Afghanistan,2010,Mujeres,"4,328"
AFG,Afghanistan,2010,Ambas,"8,407"
AFG,Afghanistan,2010,Hombres,"4,858"
AFG,Afghanistan,2010,Mujeres,"4,816"
AFG,Afghanistan,2010,Ambas,"9,675"
AFG,Afghanistan,2010,Hombres,"4,257"
AFG,Afghanistan,2010,Mujeres,"4,986"
AFG,Afghanistan,2010,Ambas,"9,243"
AFG,Afghanistan,2010,Hombres,"4,112"
AFG,Afghanistan,2010,Mujeres,"4,944"
AFG,Afghanistan,2010,Ambas,"9,056"
AFG,Afghanistan,2010,Hombres,"4,826"
AFG,Afghanistan,2010,Mujeres,"7,285"
AFG,Afghanistan,2010,Ambas,"12,112"
AFG,Afghanistan,2010,Hombres,"5,351"
AFG,Afghanistan,2010,Mujeres,"6,270"
AFG,Afghanistan,2010,Ambas,"11,621"
AFG,Afghanistan,2010,Hombres,"6,233"
AFG,Afghanistan,2010,Mujeres,"6,158"
AFG,Afghanistan,2010,Ambas,"12,392"
AFG,Afghanistan,2010,Hombres,"7,371"
AFG,Afghanistan,2010,Mujeres,"6,841"
AFG,Afghanistan,2010,Ambas,"14,212"
AFG,Afghanistan,2010,Hombres,"8,105"
AFG,Afghanistan,2010,Mujeres,"7,240"
AFG,Afghanistan,2010,Ambas,"15,346"
AFG,Afghanistan,2010,Hombres,"9,104"
AFG,Afghanistan,2010,Mujeres,"9,218"
AFG,Afghanistan,2010,Ambas,"18,322"
AFG,Afghanistan,2010,Hombres,"8,591"
AFG,Afghanistan,2010,Mujeres,"9,500"
AFG,Afghanistan,2010,Ambas,"18,090"
AFG,Afghanistan,2010,Hombres,"7,726"
AFG,Afghanistan,2010,Mujeres,"9,701"
AFG,Afghanistan,2010,Ambas,"17,427"
AFG,Afghanistan,2010,Hombres,"5,740"
AFG,Afghanistan,2010,Mujeres,"7,679"
AFG,Afghanistan,2010,Ambas,"13,419"
AFG,Afghanistan,2010,Hombres,"4,865"
AFG,Afghanistan,2010,Mujeres,"6,892"
AFG,Afghanistan,2010,Ambas,"11,757"
AFG,Afghanistan,2010,Hombres,"151,509"
AFG,Afghanistan,2010,Mujeres,"150,654"
AFG,Afghanistan,2010,Ambas,"302,163"
AGO,Angola,1970,Hombres,"5,624"
AGO,Angola,1970,Mujeres,"4,474"
AGO,Angola,1970,Ambas,"10,097"
AGO,Angola,1970,Hombres,"4,724"
AGO,Angola,1970,Mujeres,"3,924"
AGO,Angola,1970,Ambas,"8,648"
AGO,Angola,1970,Hombres,"13,590"
AGO,Angola,1970,Mujeres,"11,138"
AGO,Angola,1970,Ambas,"24,729"
AGO,Angola,1970,Hombres,"26,325"
AGO,Angola,1970,Mujeres,"19,853"
AGO,Angola,1970,Ambas,"46,178"
AGO,Angola,1970,Hombres,"1,842"
AGO,Angola,1970,Mujeres,"1,444"
AGO,Angola,1970,Ambas,"3,286"
AGO,Angola,1970,Hombres,"1,121"
AGO,Angola,1970,Mujeres,736
AGO,Angola,1970,Ambas,"1,857"
AGO,Angola,1970,Hombres,"1,302"
AGO,Angola,1970,Mujeres,812
AGO,Angola,1970,Ambas,"2,113"
AGO,Angola,1970,Hombres,"1,595"
AGO,Angola,1970,Mujeres,971
AGO,Angola,1970,Ambas,"2,567"
AGO,Angola,1970,Hombres,"1,587"
AGO,Angola,1970,Mujeres,"1,050"
AGO,Angola,1970,Ambas,"2,637"
AGO,Angola,1970,Hombres,"1,616"
AGO,Angola,1970,Mujeres,"1,051"
AGO,Angola,1970,Ambas,"2,667"
AGO,Angola,1970,Hombres,"1,918"
AGO,Angola,1970,Mujeres,"1,143"
AGO,Angola,1970,Ambas,"3,060"
AGO,Angola,1970,Hombres,"2,081"
AGO,Angola,1970,Mujeres,"1,069"
AGO,Angola,1970,Ambas,"3,150"
AGO,Angola,1970,Hombres,"2,303"
AGO,Angola,1970,Mujeres,"1,096"
AGO,Angola,1970,Ambas,"3,399"
AGO,Angola,1970,Hombres,"2,552"
AGO,Angola,1970,Mujeres,"1,280"
AGO,Angola,1970,Ambas,"3,832"
AGO,Angola,1970,Hombres,"2,564"
AGO,Angola,1970,Mujeres,"1,382"
AGO,Angola,1970,Ambas,"3,946"
AGO,Angola,1970,Hombres,"2,827"
AGO,Angola,1970,Mujeres,"1,760"
AGO,Angola,1970,Ambas,"4,587"
AGO,Angola,1970,Hombres,"2,442"
AGO,Angola,1970,Mujeres,"1,819"
AGO,Angola,1970,Ambas,"4,262"
AGO,Angola,1970,Hombres,"1,935"
AGO,Angola,1970,Mujeres,"1,701"
AGO,Angola,1970,Ambas,"3,635"
AGO,Angola,1970,Hombres,"1,183"
AGO,Angola,1970,Mujeres,"1,212"
AGO,Angola,1970,Ambas,"2,395"
AGO,Angola,1970,Hombres,648
AGO,Angola,1970,Mujeres,890
AGO,Angola,1970,Ambas,"1,538"
AGO,Angola,1970,Hombres,"79,780"
AGO,Angola,1970,Mujeres,"58,802"
AGO,Angola,1970,Ambas,"138,582"
AGO,Angola,1980,Hombres,"6,400"
AGO,Angola,1980,Mujeres,"5,168"
AGO,Angola,1980,Ambas,"11,569"
AGO,Angola,1980,Hombres,"5,223"
AGO,Angola,1980,Mujeres,"4,471"
AGO,Angola,1980,Ambas,"9,694"
AGO,Angola,1980,Hombres,"15,566"
AGO,Angola,1980,Mujeres,"12,646"
AGO,Angola,1980,Ambas,"28,212"
AGO,Angola,1980,Hombres,"28,623"
AGO,Angola,1980,Mujeres,"21,541"
AGO,Angola,1980,Ambas,"50,164"
AGO,Angola,1980,Hombres,"2,000"
AGO,Angola,1980,Mujeres,"1,599"
AGO,Angola,1980,Ambas,"3,599"
AGO,Angola,1980,Hombres,"1,282"
AGO,Angola,1980,Mujeres,883
AGO,Angola,1980,Ambas,"2,165"
AGO,Angola,1980,Hombres,"1,626"
AGO,Angola,1980,Mujeres,"1,038"
AGO,Angola,1980,Ambas,"2,664"
AGO,Angola,1980,Hombres,"2,093"
AGO,Angola,1980,Mujeres,"1,310"
AGO,Angola,1980,Ambas,"3,403"
AGO,Angola,1980,Hombres,"1,955"
AGO,Angola,1980,Mujeres,"1,331"
AGO,Angola,1980,Ambas,"3,286"
AGO,Angola,1980,Hombres,"1,803"
AGO,Angola,1980,Mujeres,"1,199"
AGO,Angola,1980,Ambas,"3,002"
AGO,Angola,1980,Hombres,"2,150"
AGO,Angola,1980,Mujeres,"1,331"
AGO,Angola,1980,Ambas,"3,481"
AGO,Angola,1980,Hombres,"2,335"
AGO,Angola,1980,Mujeres,"1,239"
AGO,Angola,1980,Ambas,"3,574"
AGO,Angola,1980,Hombres,"2,605"
AGO,Angola,1980,Mujeres,"1,276"
AGO,Angola,1980,Ambas,"3,882"
AGO,Angola,1980,Hombres,"2,915"
AGO,Angola,1980,Mujeres,"1,502"
AGO,Angola,1980,Ambas,"4,417"
AGO,Angola,1980,Hombres,"2,981"
AGO,Angola,1980,Mujeres,"1,636"
AGO,Angola,1980,Ambas,"4,617"
AGO,Angola,1980,Hombres,"3,345"
AGO,Angola,1980,Mujeres,"2,103"
AGO,Angola,1980,Ambas,"5,447"
AGO,Angola,1980,Hombres,"3,004"
AGO,Angola,1980,Mujeres,"2,230"
AGO,Angola,1980,Ambas,"5,234"
AGO,Angola,1980,Hombres,"2,476"
AGO,Angola,1980,Mujeres,"2,152"
AGO,Angola,1980,Ambas,"4,628"
AGO,Angola,1980,Hombres,"1,568"
AGO,Angola,1980,Mujeres,"1,604"
AGO,Angola,1980,Ambas,"3,172"
AGO,Angola,1980,Hombres,"1,015"
AGO,Angola,1980,Mujeres,"1,364"
AGO,Angola,1980,Ambas,"2,379"
AGO,Angola,1980,Hombres,"90,965"
AGO,Angola,1980,Mujeres,"67,624"
AGO,Angola,1980,Ambas,"158,589"
AGO,Angola,1990,Hombres,"7,455"
AGO,Angola,1990,Mujeres,"6,142"
AGO,Angola,1990,Ambas,"13,597"
AGO,Angola,1990,Hombres,"5,806"
AGO,Angola,1990,Mujeres,"5,047"
AGO,Angola,1990,Ambas,"10,854"
AGO,Angola,1990,Hombres,"18,101"
AGO,Angola,1990,Mujeres,"14,665"
AGO,Angola,1990,Ambas,"32,765"
AGO,Angola,1990,Hombres,"32,426"
AGO,Angola,1990,Mujeres,"24,181"
AGO,Angola,1990,Ambas,"56,607"
AGO,Angola,1990,Hombres,"2,323"
AGO,Angola,1990,Mujeres,"1,882"
AGO,Angola,1990,Ambas,"4,205"
AGO,Angola,1990,Hombres,"1,405"
AGO,Angola,1990,Mujeres,"1,155"
AGO,Angola,1990,Ambas,"2,561"
AGO,Angola,1990,Hombres,"1,937"
AGO,Angola,1990,Mujeres,"1,430"
AGO,Angola,1990,Ambas,"3,367"
AGO,Angola,1990,Hombres,"2,632"
AGO,Angola,1990,Mujeres,"1,883"
AGO,Angola,1990,Ambas,"4,515"
AGO,Angola,1990,Hombres,"2,588"
AGO,Angola,1990,Mujeres,"2,005"
AGO,Angola,1990,Ambas,"4,593"
AGO,Angola,1990,Hombres,"2,531"
AGO,Angola,1990,Mujeres,"1,929"
AGO,Angola,1990,Ambas,"4,459"
AGO,Angola,1990,Hombres,"2,873"
AGO,Angola,1990,Mujeres,"2,117"
AGO,Angola,1990,Ambas,"4,990"
AGO,Angola,1990,Hombres,"2,807"
AGO,Angola,1990,Mujeres,"1,710"
AGO,Angola,1990,Ambas,"4,517"
AGO,Angola,1990,Hombres,"3,134"
AGO,Angola,1990,Mujeres,"1,730"
AGO,Angola,1990,Ambas,"4,864"
AGO,Angola,1990,Hombres,"3,499"
AGO,Angola,1990,Mujeres,"1,993"
AGO,Angola,1990,Ambas,"5,492"
AGO,Angola,1990,Hombres,"3,596"
AGO,Angola,1990,Mujeres,"2,175"
AGO,Angola,1990,Ambas,"5,772"
AGO,Angola,1990,Hombres,"4,118"
AGO,Angola,1990,Mujeres,"2,828"
AGO,Angola,1990,Ambas,"6,946"
AGO,Angola,1990,Hombres,"3,750"
AGO,Angola,1990,Mujeres,"3,055"
AGO,Angola,1990,Ambas,"6,805"
AGO,Angola,1990,Hombres,"3,192"
AGO,Angola,1990,Mujeres,"2,994"
AGO,Angola,1990,Ambas,"6,186"
AGO,Angola,1990,Hombres,"2,120"
AGO,Angola,1990,Mujeres,"2,298"
AGO,Angola,1990,Ambas,"4,418"
AGO,Angola,1990,Hombres,"1,491"
AGO,Angola,1990,Mujeres,"2,097"
AGO,Angola,1990,Ambas,"3,588"
AGO,Angola,1990,Hombres,"107,784"
AGO,Angola,1990,Mujeres,"83,316"
AGO,Angola,1990,Ambas,"191,100"
AGO,Angola,2000,Hombres,"8,045"
AGO,Angola,2000,Mujeres,"6,754"
AGO,Angola,2000,Ambas,"14,799"
AGO,Angola,2000,Hombres,"5,622"
AGO,Angola,2000,Mujeres,"4,907"
AGO,Angola,2000,Ambas,"10,529"
AGO,Angola,2000,Hombres,"18,510"
AGO,Angola,2000,Mujeres,"15,097"
AGO,Angola,2000,Ambas,"33,607"
AGO,Angola,2000,Hombres,"30,140"
AGO,Angola,2000,Mujeres,"22,228"
AGO,Angola,2000,Ambas,"52,368"
AGO,Angola,2000,Hombres,"2,437"
AGO,Angola,2000,Mujeres,"2,004"
AGO,Angola,2000,Ambas,"4,441"
AGO,Angola,2000,Hombres,"1,502"
AGO,Angola,2000,Mujeres,"1,295"
AGO,Angola,2000,Ambas,"2,797"
AGO,Angola,2000,Hombres,"2,267"
AGO,Angola,2000,Mujeres,"1,822"
AGO,Angola,2000,Ambas,"4,090"
AGO,Angola,2000,Hombres,"3,152"
AGO,Angola,2000,Mujeres,"2,534"
AGO,Angola,2000,Ambas,"5,686"
AGO,Angola,2000,Hombres,"3,183"
AGO,Angola,2000,Mujeres,"2,719"
AGO,Angola,2000,Ambas,"5,902"
AGO,Angola,2000,Hombres,"3,220"
AGO,Angola,2000,Mujeres,"2,654"
AGO,Angola,2000,Ambas,"5,874"
AGO,Angola,2000,Hombres,"3,568"
AGO,Angola,2000,Mujeres,"2,820"
AGO,Angola,2000,Ambas,"6,387"
AGO,Angola,2000,Hombres,"3,506"
AGO,Angola,2000,Mujeres,"2,391"
AGO,Angola,2000,Ambas,"5,897"
AGO,Angola,2000,Hombres,"3,602"
AGO,Angola,2000,Mujeres,"2,250"
AGO,Angola,2000,Ambas,"5,852"
AGO,Angola,2000,Hombres,"3,605"
AGO,Angola,2000,Mujeres,"2,203"
AGO,Angola,2000,Ambas,"5,808"
AGO,Angola,2000,Hombres,"3,734"
AGO,Angola,2000,Mujeres,"2,447"
AGO,Angola,2000,Ambas,"6,182"
AGO,Angola,2000,Hombres,"4,227"
AGO,Angola,2000,Mujeres,"3,101"
AGO,Angola,2000,Ambas,"7,328"
AGO,Angola,2000,Hombres,"3,962"
AGO,Angola,2000,Mujeres,"3,497"
AGO,Angola,2000,Ambas,"7,459"
AGO,Angola,2000,Hombres,"3,505"
AGO,Angola,2000,Mujeres,"3,416"
AGO,Angola,2000,Ambas,"6,921"
AGO,Angola,2000,Hombres,"2,451"
AGO,Angola,2000,Mujeres,"2,729"
AGO,Angola,2000,Ambas,"5,179"
AGO,Angola,2000,Hombres,"1,907"
AGO,Angola,2000,Mujeres,"2,722"
AGO,Angola,2000,Ambas,"4,629"
AGO,Angola,2000,Hombres,"112,147"
AGO,Angola,2000,Mujeres,"89,589"
AGO,Angola,2000,Ambas,"201,736"
AGO,Angola,2010,Hombres,"6,981"
AGO,Angola,2010,Mujeres,"5,854"
AGO,Angola,2010,Ambas,"12,835"
AGO,Angola,2010,Hombres,"3,265"
AGO,Angola,2010,Mujeres,"2,866"
AGO,Angola,2010,Ambas,"6,131"
AGO,Angola,2010,Hombres,"11,608"
AGO,Angola,2010,Mujeres,"9,477"
AGO,Angola,2010,Ambas,"21,085"
AGO,Angola,2010,Hombres,"14,763"
AGO,Angola,2010,Mujeres,"10,508"
AGO,Angola,2010,Ambas,"25,271"
AGO,Angola,2010,Hombres,"1,950"
AGO,Angola,2010,Mujeres,"1,602"
AGO,Angola,2010,Ambas,"3,552"
AGO,Angola,2010,Hombres,"1,235"
