ID,Nombre,Departamento,Municipio
13599,CENTRO ESCOLAR DE CINQUERA,CABAÑAS,CINQUERA
13601,INSTITUTO NACIONAL DE SAN LORENZO,SAN VICENTE,SAN LORENZO
13607,INSTITUTO NACIONAL DE JUJUTLA,AHUACHAPAN,JUJUTLA
13610,INSTITUTO NACIONAL DE SAN ANTONIO MASAHUAT,LA PAZ,SAN ANTONIO MASAHUAT
13611,INSTITUTO NACIONAL DE EREGUAYQUIN,USULUTÁN,EREGUAYQUÍN
13620,COMPLEJO EDUCATIVO COLONIA SAN LUIS,MORAZAN,JOCORO
13624,INSTITUTO NACIONAL DE OSICALA,MORAZAN,OSICALA
13630,ESCUELA DE EDUCACION PARVULARIA DE YUQUAIQUIN,LA UNIÓN,YUCUAIQUÍN
13636,ESCUELA DE EDUCACION PARVULARIA DE OSICALA,MORAZAN,OSICALA
13663,COMPLEJO EDUCATIVO REPUBLICA DOMINICANA,SAN SALVADOR,SAN SALVADOR
13668,CENTRO ESCOLAR AGUSTIN LINARES,SAN SALVADOR,SOYAPANGO
13671,CENTRO ESCOLAR LA PONDEROSA,SAN SALVADOR,APOPA
13681,CENTRO ESCOLAR CASERIO NAVARRETE CANTON SANTA ROSA,CABAÑAS,SENSUNTEPEQUE
13682,ESCUELA DE EDUCACION PARVULARIA COLONIA LA PRESITA,SAN MIGUEL,SAN MIGUEL
13707,CENTRO ESCOLAR CANTON CORRAL DE MULAS II,USULUTÁN,PUERTO EL TRIUNFO
13713,CENTRO ESCOLAR URBANIZACION LAS MARGARITAS,SAN SALVADOR,SOYAPANGO
13714,ESCUELA DE EDUCACION PARVULARIA AMATEPEC,SAN SALVADOR,SOYAPANGO
13738,ESCUELA DE EDUCACION PARVULARIA DE GUALOCOCTI,MORAZAN,GUALOCOCTI
13739,CENTRO ESCOLAR CASERIO LOS REYES CANTON ANIMAS,MORAZAN,SOCIEDAD
13756,ESCUELA DE EDUCACION PARVULARIA URBANIZACIÓN SANTA TERESA,SAN SALVADOR,SAN MARTÍN
13779,CENTRO ESCOLAR CASERIO VALLE NUEVO CANTON SANTA MARTA,CABAÑAS,VICTORIA
13785,CENTRO ESCOLAR CANTON EL HIGUERAL,CHALATENANGO,SAN FRANCISCO MORAZÁN
13787,INSTITUTO NACIONAL CASERIO AGUACAYO CANTON EL TIGRE,CHALATENANGO,LA REINA
13788,CENTRO ESCOLAR CASERIO LOS ALVARADO CANTON EL CENTRO,CHALATENANGO,SAN IGNACIO
13790,CENTRO ESCOLAR LEANDRO MARIA GUARDADO,CHALATENANGO,ARCATAO
13808,CENTRO ESCOLAR COLONIA EL CARMEN,USULUTÁN,VILLA EL TRIUNFO
13815,ESCUELA DE EDUCACION PARVULARIA DE LOLOTIQUILLO,MORAZAN,LOLOTIQUILLO
13816,ESCUELA DE EDUCACION PARVULARIA CANTON LAS ISLETAS,LA PAZ,SAN PEDRO MASAHUAT
13820,ESCUELA DE EDUCACION PARVULARIA SAN JUAN BOSCO DE SAN VICENTE,SAN VICENTE,SAN VICENTE
13828,ESCUELA DE EDUCACION PARVULARIA JARDIN INFANTIL RIO ZARCO,SANTA ANA,SANTA ANA
13829,CENTRO ESCOLAR CASERIO QUEZALAPA CANTON QUEZALAPA,CABAÑAS,TEJUTEPEQUE
13831,CENTRO ESCOLAR PARAISO REAL,SAN MIGUEL,SAN MIGUEL
13832,CENTRO ESCOLAR GUILLERMO DE JESUS RAMIREZ CARRANZA,SAN MIGUEL,SAN MIGUEL
13880,CENTRO ESCOLAR CASERIO EL RINCON 1 CANTON EL RODEO,MORAZAN,JOCOAITIQUE
14278,CENTRO ESCOLAR CANTON EL ZAPOTE,CABAÑAS,TEJUTEPEQUE
14640,CENTRO ESCOLAR DOCTOR NICOLAS AGUILAR,SAN VICENTE,SAN VICENTE
14706,ESCUELA DE EDUCACION PARVULARIA MARIA REGINA DE LA PAZ,SONSONATE,SONSONATE
14726,ESCUELA DE EDUCACION PARVULARIA CANTON EL LIMON,SAN SALVADOR,SOYAPANGO
14732,INSTITUTO NACIONAL DE CIUDAD DELGADO,SAN SALVADOR,CIUDAD DELGADO
14733,CENTRO ESCOLAR SAN ISIDRO LABRADOR,CHALATENANGO,SAN ISIDRO LABRADOR
14734,CENTRO ESCOLAR CANTON HACIENDA VIEJA,CHALATENANGO,SAN JOSÉ LAS FLORES
14736,CENTRO ESCOLAR ANTONIO FERNANDEZ IBAÑEZ,SAN MIGUEL,SAN MIGUEL
14741,ESCUELA DE EDUCACION PARVULARIA CENTRO DE DESARROLLO INFANTIL,SAN SALVADOR,APOPA
14752,COMPLEJO EDUCATIVO PROFESOR LISANDRO AREVALO,USULUTÁN,SANTA ELENA
14753,INSTITUTO NACIONAL TEXISTEPEQUE,SANTA ANA,TEXISTEPEQUE
14757,INSTITUTO NACIONAL DE NOMBRE DE JESUS,CHALATENANGO,NOMBRE DE JESÚS
14770,INSTITUTO NACIONAL DE EL CARMEN,LA UNIÓN,EL CARMEN
14774,INSTITUTO NACIONAL DE NUEVA ESPARTA,LA UNIÓN,NUEVA ESPARTA
14775,COMPLEJO EDUCATIVO CANTON SANTA CLARA,LA UNIÓN,PASAQUINA
14782,CENTRO ESCOLAR NATIVIDAD MAJANO,MORAZAN,OSICALA
14783,INSTITUTO NACIONAL DE SAN ISIDRO,CABAÑAS,SAN ISIDRO
14784,CENTRO ESCOLAR DE COLONIA SAN JOAQUIN,USULUTÁN,JUCUAPA
14786,INSTITUTO NACIONAL LICENCIADA CANDIDA ASUNCION REYES,LA UNIÓN,ANAMORÓS
14787,CENTRO ESCOLAR CASERIO EL CENTRO CANTON VARILLA NEGRA,MORAZAN,CORINTO
14788,CENTRO ESCOLAR CASERIO LOS MORENOS CANTON CORRALITO,MORAZAN,CORINTO
14789,INSTITUTO NACIONAL DE ESTANZUELAS,USULUTÁN,ESTANZUELAS
14790,INSTITUTO NACIONAL DE SAN FRANCISCO JAVIER,USULUTÁN,SAN FRANCISCO JAVIER
14791,INSTITUTO NACIONAL DE OZATLAN ANA SILVIA PARADA,USULUTÁN,OZATLÁN
14792,INSTITUTO NACIONAL DE EL PAISNAL,SAN SALVADOR,EL PAISNAL
14793,INSTITUTO NACIONAL DE AZACUALPA,CHALATENANGO,AZACUALPA
14794,INSTITUTO NACIONAL DE POTONICO,CHALATENANGO,POTONICO
14795,INSTITUTO NACIONAL DE LA LAGUNA,CHALATENANGO,LA LAGUNA
14796,INSTITUTO NACIONAL DE GUATAJIAGUA,MORAZAN,GUATAJIAGUA
14797,INSTITUTO NACIONAL DE PERQUIN,MORAZAN,PERQUÍN
14798,INSTITUTO NACIONAL DE SOCIEDAD,MORAZAN,SOCIEDAD
14799,INSTITUTO NACIONAL DE SANTIAGO TEXACUANGOS,SAN SALVADOR,SANTIAGO TEXACUANGOS
14800,INSTITUTO NACIONAL DE SAN JUAN OPICO,LA LIBERTAD,SAN JUAN OPICO
14802,INSTITUTO NACIONAL DE SAN LORENZO,AHUACHAPAN,SAN LORENZO
14803,INSTITUTO NACIONAL DE SAN LUIS DE LA REINA,SAN MIGUEL,SAN LUIS DE LA REINA
14804,INSTITUTO NACIONAL SANTA MARIA,USULUTÁN,SANTA MARÍA
14805,INSTITUTO NACIONAL CANTON EL PACUN,SAN VICENTE,TECOLUCA
14806,CENTRO ESCOLAR ALTAVISTA,SAN SALVADOR,TONACATEPEQUE
14807,ESCUELA DE EDUCACION PARVULARIA PROFESORA CONCEPCION AMANDA RAMIREZ VIUDA DE MELGAR,CHALATENANGO,SAN MIGUEL DE MERCEDES
14808,INSTITUTO NACIONAL DE LA COLONIA SANTA LUCIA,SAN SALVADOR,ILOPANGO
14809,CENTRO ESCOLAR COLONIA LAS PALMERAS,AHUACHAPAN,AHUACHAPÁN
14812,CENTRO ESCOLAR CIUDAD FUTURA,SAN SALVADOR,CUSCATANCINGO
14814,ESCUELA DE EDUCACION PARVULARIA CANTON MONTE REDONDO,CHALATENANGO,CONCEPCIÓN QUEZALTEPEQUE
14815,CENTRO ESCOLAR VALLE VERDE,SAN SALVADOR,APOPA
14816,INSTITUTO NACIONAL ESTADO DE ISRAEL,LA PAZ,JERUSALÉN
14817,INSTITUTO NACIONAL DE SAN RAFAEL,CHALATENANGO,SAN RAFAEL
14818,COMPLEJO EDUCATIVO SANTA EDUVIGES,SAN SALVADOR,SOYAPANGO
14819,INSTITUTO NACIONAL HERBER REMBERTO TRUJILLO DIAZ,LA LIBERTAD,JAYAQUE
14820,"COMPLEJO EDUCATIVO PARA SORDOS ""LICENCIADA GRISELDA ZELEDON""",SAN SALVADOR,SAN SALVADOR
14825,CENTRO ESCOLAR CASERIO LOS VIOLANTES,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ
14826,CENTRO ESCOLAR CATALINO PINEDA RIVERA,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ
14827,ESCUELA DE EDUCACION PARVULARIA DE SAN FRANCISCO MENENDEZ,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ
14828,CENTRO ESCOLAR COMUNIDAD EL REFUGIO,AHUACHAPAN,EL REFUGIO
14830,CENTRO ESCOLAR CASERIO EL LIMON CANTON EL VOLCAN,MORAZAN,DELICIAS DE CONCEPCIÓN
14831,INSTITUTO NACIONAL NUEVA ESPERANZA DEL BAJO LEMPA,USULUTÁN,JIQUILISCO
14833,INSTITUTO NACIONAL DE CHAPELTIQUE,SAN MIGUEL,CHAPELTIQUE
14834,CENTRO ESCOLAR COLONIA VERACRUZ,CHALATENANGO,CHALATENANGO
14835,CENTRO ESCOLAR FRANCOIS MITTERRAND,SONSONATE,SONZACATE
14836,CENTRO ESCOLAR DESTACAMENTO MILITAR N° 1,CHALATENANGO,CHALATENANGO
14837,CENTRO ESCOLAR COMUNIDAD SANTA MARIA,SAN SALVADOR,SAN MARTÍN
14840,CENTRO ESCOLAR LA CIMA DOS,SAN SALVADOR,TONACATEPEQUE
14841,INSTITUTO NACIONAL CANTON SAN JOSE LOS SITIOS,LA LIBERTAD,TALNIQUE
14842,INSTITUTO NACIONAL FRANCISCO GAVIDIA,SAN MIGUEL,SAN MIGUEL
14843,CENTRO ESCOLAR COLONIA LAGUNA SECA,SANTA ANA,CHALCHUAPA
14845,CENTRO ESCOLAR CARLOS S. LANGENEGGER,SONSONATE,SONSONATE
14846,CENTRO ESCOLAR COLONIA EL COJOYON,USULUTÁN,SAN DIONISIO
14847,CENTRO ESCOLAR CASERIO LAS POZAS N°2 CANTON EL TALPETATE,USULUTÁN,USULUTÁN
14848,INSTITUTO NACIONAL DE SAN JOSE LAS FLORES,CHALATENANGO,SAN JOSÉ LAS FLORES
14849,CENTRO ESCOLAR DE SAN ANTONIO DE LA CRUZ,CHALATENANGO,SAN ANTONIO DE LA CRUZ
14850,CENTRO ESCOLAR CANTON SAN MIGUELITO,CHALATENANGO,CHALATENANGO
14851,CENTRO ESCOLAR COLONIA EL COCO,LA LIBERTAD,CHILTIUPÁN
14852,CENTRO ESCOLAR DE LA RESIDENCIAL LOS CHORROS,LA LIBERTAD,COLÓN
14853,CENTRO ESCOLAR VIRGILIO AMILCAR GARCILAZO,MORAZAN,JOCORO
14854,CENTRO ESCOLAR CASERIO TROMPINA ABAJO CANTON EL BEJUCAL,MORAZAN,SOCIEDAD
14855,CENTRO ESCOLAR CASERIO EL CARBON CANTON ABELINES,MORAZAN,GUATAJIAGUA
14857,CENTRO ESCOLAR CANTON EL CENTRO,CUSCATLÁN,SANTA CRUZ MICHAPA
14858,CENTRO ESCOLAR ATONAL,SONSONATE,IZALCO
14860,CENTRO ESCOLAR CASERIO EL SITIO CANTON SANTA LUCIA,USULUTÁN,PUERTO EL TRIUNFO
14861,"CENTRO ESCOLAR COLONIA EL COCALITO, CANTON SAN ANTONIO",AHUACHAPAN,JUJUTLA
14862,CENTRO ESCOLAR CALERA GRANDE CANTON RIO FRIO,AHUACHAPAN,AHUACHAPÁN
14863,CENTRO ESCOLAR COMUNIDAD EL PARAISO,AHUACHAPAN,TURÍN
14864,CENTRO ESCOLAR LA ROSA BLANCA,SAN SALVADOR,SAN SALVADOR
14866,ESCUELA DE EDUCACION PARVULARIA DEL CANTON SANTA ROSA,LA LIBERTAD,CIUDAD ARCE
14867,CENTRO ESCOLAR COLONIA ALTAMIRA,LA PAZ,CUYULTITÁN
14868,CENTRO ESCOLAR INGENIERO JOSE QUINTEROS,CABAÑAS,SENSUNTEPEQUE
14869,INSTITUTO NACIONAL TECPAN,LA LIBERTAD,SAN JUAN OPICO
14870,CENTRO ESCOLAR SANTA MARIA,LA PAZ,SAN RAFAEL OBRAJUELO
14871,INSTITUTO NACIONAL DE NUEVA GRANADA,USULUTÁN,NUEVA GRANADA
14873,INSTITUTO NACIONAL DE SAN MATIAS,LA LIBERTAD,SAN MATÍAS
14874,INSTITUTO NACIONAL DE SAN ANTONIO LOS RANCHOS,CHALATENANGO,SAN ANTONIO LOS RANCHOS
14875,INSTITUTO NACIONAL DE GUALOCOCTI,MORAZAN,GUALOCOCTI
14876,CENTRO ESCOLAR CASERIO RIO GRANDE CANTON SAN CRISTOBAL,SAN MIGUEL,CIUDAD BARRIOS
14877,CENTRO ESCOLAR JUAN PABLO RODRIGUEZ ALFARO,LA PAZ,EL ROSARIO
20000,COLEGIO CARLOS PARRAULT,SONSONATE,SONSONATE
20001,COLEGIO CRISTIANO PROFESOR JUSTO GONZALEZ CARRASCO,AHUACHAPAN,AHUACHAPÁN
20002,ESCUELA MUNICIPAL DR. GUSTAVO MAGAÑA MENENDEZ,AHUACHAPAN,AHUACHAPÁN
20003,LICEO CRISTIANO REVERENDO JUAN BUENO DE AHUACHAPAN,AHUACHAPAN,AHUACHAPÁN
20004,ESCUELA RURAL MIXTA FACALCA HILTEX CANTON ASHAPUCO,AHUACHAPAN,AHUACHAPÁN
20006,COLEGIO ALBERTO MASFERRER,AHUACHAPAN,AHUACHAPÁN
20007,COLEGIO GUILLERMINA AYALA DE SOLANO,AHUACHAPAN,AHUACHAPÁN
20008,COLEGIO ADVENTISTA AHUACHAPANECO,AHUACHAPAN,AHUACHAPÁN
20009,COLEGIO LOURDES DE AHUACHAPAN,AHUACHAPAN,AHUACHAPÁN
20012,COLEGIO MONTE CARMELO,AHUACHAPAN,AHUACHAPÁN
20014,COLEGIO CATOLICO JOSEFINO,AHUACHAPAN,AHUACHAPÁN
20015,COLEGIO AHUACHAPANECO DE COMERCIO,AHUACHAPAN,AHUACHAPÁN
20016,LICEO PROFESOR FLAVIO JIMENEZ,AHUACHAPAN,AHUACHAPÁN
20018,COLEGIO CRISTIANO PROFESOR JUSTO GONZALEZ CARRASCO,AHUACHAPAN,ATIQUIZAYA
20022,COLEGIO CRISTIANO JOSUE CONCEPCION DE ATACO,AHUACHAPAN,CONCEPCION DE ATACO
20024,LICEO CRISTIANO REVERENDO JUAN BUENO DEL CANTON SAN JOSE EL NARANJO,AHUACHAPAN,JUJUTLA
20030,LICEO CRISTIANO REVERENDO JUAN BUENO DE TACUBA,AHUACHAPAN,TACUBA
20033,ESCUELA RURAL MIXTA UNIFICADA CRISTIANA,SANTA ANA,CANDELARIA DE LA FRONTERA
20035,LICEO CRISTIANO REVERENDO JUAN BUENO DEL CANTON EL TINTERAL,SANTA ANA,COATEPEQUE
20037,COLEGIO LA FE,SANTA ANA,CHALCHUAPA
20038,LICEO EL SALVADOR,SANTA ANA,CHALCHUAPA
20039,COLEGIO EVANGELICO CHALCHUAPANECO,SANTA ANA,CHALCHUAPA
20040,COLEGIO BAUTISTA DE CHALCHUAPA,SANTA ANA,CHALCHUAPA
20041,"COLEGIO CRISTIANO ""PROFESOR JUSTO GONZALEZ CARRASCO""",SANTA ANA,CHALCHUAPA
20042,CENTRO DE ENSEÑANZA PEDAGOGICO SEÑORITA CRUZ CASTRO GUEVARA,SANTA ANA,CHALCHUAPA
20045,LICEO TECNICO EN COMERCIO Y ADMINISTRACION JUAN NAPIER,SANTA ANA,CHALCHUAPA
20058,COLEGIO SALESIANO SAN JOSE,SANTA ANA,SANTA ANA
20061,LICEO LATINOAMERICANO,SANTA ANA,SANTA ANA
20062,COLEGIO BAUTISTA,SANTA ANA,SANTA ANA
20065,INSTITUTO MARIA AUXILIADORA,SANTA ANA,SANTA ANA
20066,LICEO CRISTIANO REVERENDO JUAN BUENO DE SANTA ANA,SANTA ANA,SANTA ANA
20067,COLEGIO MONTESSORI,SANTA ANA,SANTA ANA
20068,ESCUELA INTERAMERICANA,SANTA ANA,SANTA ANA
20069,COLEGIO ADVENTISTA JOHN NEVINS ANDREWS,SANTA ANA,SANTA ANA
20070,LICEO SAN LUIS,SANTA ANA,SANTA ANA
20073,COLEGIO LAS MERCEDES,SANTA ANA,SANTA ANA
20074,CENTRO PSICOPEDAGOGICO BENITO PEREZ GALDOS,SANTA ANA,SANTA ANA
20080,COLEGIO SANTA MARIA,SANTA ANA,SANTA ANA
20082,COLEGIO BILINGÜE LIDIA SALMAN DE BARGAS,SANTA ANA,SANTA ANA
20083,ESCUELA CRISTIANA OASIS,SANTA ANA,SANTA ANA
20084,COLEGIO MUNDO DE JUGUETE,SANTA ANA,SANTA ANA
20086,COLEGIO CALEB,SANTA ANA,SANTA ANA
20088,LICEO JUAN ENRIQUE PESCALOZZI,SANTA ANA,SANTA ANA
20089,ESCUELA SANTANECA DE ENSEÑANZA ESPECIALIZADA,SANTA ANA,SANTA ANA
20092,COLEGIO DIVINA PROVIDENCIA,SANTA ANA,SANTA ANA
20094,COLEGIO CENTRO CRISTIANO DE LAS ASAMBLEAS DE DIOS,SANTA ANA,SANTA ANA
20095,"LICEO ""GUADALUPANO 24 DE FEBRERO DE 1998""",SANTA ANA,SANTA ANA
20097,CENTRO DE DESARROLLO INTEGRAL MUNICIPAL N°1,SANTA ANA,SANTA ANA
20099,COLEGIO NUEVO SAN JOSE HENRIQUEZ GUERRERO,SANTA ANA,SANTA ANA
20100,COLEGIO DOMINICO SANTO TOMAS DE AQUINO,SANTA ANA,SANTA ANA
20101,LICEO CRISTIANO REVERENDO JUAN BUENO DEL CANTON COMECAYO,SANTA ANA,SANTA ANA
20104,COLEGIO LA ESPERANZA,SANTA ANA,SANTA ANA
20105,NUEVO LICEO PANAMERICANO,SANTA ANA,SANTA ANA
20108,LICEO DE ACAJUTLA,SONSONATE,ACAJUTLA
20109,"COLEGIO SALVADOR DEL MUNDO, PRIMERO DE JULIO DE 1823",SONSONATE,ACAJUTLA
20113,COLEGIO BAUTISTA DE IZALCO,SONSONATE,IZALCO
20118,CENTRO ESCOLAR PRIMAVERA,SONSONATE,JUAYÚA
20119,COLEGIO CRISTIANO ROBERTO H. BENDER,SONSONATE,JUAYÚA
20120,COLEGIO SAN CARLOS,SONSONATE,NAHUIZALCO
20122,COLEGIO DIAS FELICES,LA LIBERTAD,ANTIGUO CUSCATLÁN
20123,COLEGIO ADVENTISTA SONSONATECO,SONSONATE,SONSONATE
20127,COLEGIO CENTRO AMERICA,SONSONATE,SONSONATE
20128,CENTRO BILINGÜE SAN JOSE CALIFORNIA,SONSONATE,SONSONATE
20129,COLEGIO PABLO NERUDA,SONSONATE,SONSONATE
20138,COLEGIO SAN FRANCISCO DE ASIS,SONSONATE,SONSONATE
20140,COLEGIO SALARRUE,SONSONATE,SONSONATE
20141,LICEO CRISTIANO REVERENDO JUAN BUENO DE SONSONATE,SONSONATE,SONSONATE
20144,INSTITUTO POLITECNICO SONSONATE,SONSONATE,SONSONATE
20146,COLEGIO ADVENTISTA DE CHALATENANGO,CHALATENANGO,CHALATENANGO
20149,LICEO HUGO REYNALDO TRUJILLO,CHALATENANGO,NUEVA CONCEPCIÓN
20150,CENTRO CULTURAL NUEVA CONCEPCION,CHALATENANGO,NUEVA CONCEPCIÓN
20151,COLEGIO EVANGELICO AMIGOS DE EL SALVADOR,CHALATENANGO,SAN IGNACIO
20154,COLEGIO BILINGUE LA CASITA,LA LIBERTAD,SANTA TECLA
20155,ESCUELA ALEMANA,LA LIBERTAD,ANTIGUO CUSCATLÁN
20157,COLEGIO SAN FRANCISCO,LA LIBERTAD,ANTIGUO CUSCATLÁN
20158,COLEGIO ANDRES BELLO,LA LIBERTAD,ANTIGUO CUSCATLÁN
20159,COLEGIO EL ARBOL DE DIOS,LA LIBERTAD,ANTIGUO CUSCATLÁN
20160,COLEGIO JOSE INGENIEROS,LA LIBERTAD,SANTA TECLA
20164,COLEGIO ESPARZA,LA LIBERTAD,ANTIGUO CUSCATLÁN
20170,COLEGIO AUGUSTO WALTE,LA LIBERTAD,ANTIGUO CUSCATLÁN
20171,ESCUELA CRISTIANA OASIS EL SALVADOR,SAN SALVADOR,SAN SALVADOR
20172,CENTRO PSICOPEDAGOGICO ASTURIAS,SAN SALVADOR,SOYAPANGO
20173,COLEGIO BILINGÜE SALVADOREÑO,LA LIBERTAD,SANTA TECLA
20174,LICEO CRISTIANO EL SALVADOR,LA LIBERTAD,CIUDAD ARCE
20175,COLEGIO CRISTIANO PROFESOR JUSTO GONZALEZ CARRASCO,LA LIBERTAD,CIUDAD ARCE
20176,LICEO INMACULADO CORAZON DE MARIA,LA LIBERTAD,CIUDAD ARCE
20178,LICEO CRISTIANO REVERENDO JUAN BUENO DE CIUDAD ARCE,LA LIBERTAD,CIUDAD ARCE
20179,COLEGIO ARCE JERIEL,LA LIBERTAD,CIUDAD ARCE
20180,INSTITUTO SAN ANDRES,LA LIBERTAD,CIUDAD ARCE
20182,COLEGIO NUESTRA SEÑORA DE LOURDES,LA LIBERTAD,COLÓN
20183,CENTRO EDUCATIVO AZTECA,LA LIBERTAD,COLÓN
20184,COLEGIO RIDVAN,LA LIBERTAD,COLÓN
20187,COLEGIO FRANCISCO HERRERA VELADO,LA LIBERTAD,COLÓN
20189,COLEGIO ZOILA MARINA NAVES DE CARDONA,SONSONATE,NAHUIZALCO
20190,LICEO CULTURAL AMERICANO,LA LIBERTAD,COLÓN
20191,COLEGIO HUGO LINDO OLIVARES,LA LIBERTAD,LA LIBERTAD
20192,COLEGIO FRANCISCO LARA,LA LIBERTAD,LA LIBERTAD
20193,COLEGIO PROFESORA ROSA AGAZZI,SAN SALVADOR,AYUTUXTEPEQUE
20197,COLEGIO INMACULADA CONCEPCION,LA LIBERTAD,SANTA TECLA
20199,COLEGIO NUESTRA SEÑORA DEL ROSARIO DE FATIMA,LA LIBERTAD,SANTA TECLA
20200,INSTITUTO BETHANIA,LA LIBERTAD,SANTA TECLA
20201,COLEGIO SANTA INES,LA LIBERTAD,SANTA TECLA
20202,COLEGIO CHAMPAGNAT,LA LIBERTAD,SANTA TECLA
20203,COLEGIO SALESIANO SANTA CECILIA,LA LIBERTAD,SANTA TECLA
20207,JARDIN INFANTIL ARCO IRIS,LA LIBERTAD,SANTA TECLA
20208,ACADEMIA BRITANICA CUSCATLECA,LA LIBERTAD,SANTA TECLA
20210,LICEO FRANCES,LA LIBERTAD,SANTA TECLA
20211,COLEGIO DOCTOR ALEJANDRO DAGOBERTO MARROQUIN,LA PAZ,OLOCUILTA
20213,COLEGIO INFANTIL SAN ANTONIO,LA LIBERTAD,SANTA TECLA
20214,LICEO SAN VICENTE DE PAUL,LA LIBERTAD,SANTA TECLA
20216,COLEGIO BELEN,LA LIBERTAD,SANTA TECLA
20217,ESCUELA PARVULARIA ROSA EMMA RIVAS,LA LIBERTAD,SANTA TECLA
20218,COLEGIO SANTA TECLA,LA LIBERTAD,COLÓN
20220,CENTRO PEDAGOGICO PARAISO INFANTIL HERMANO JULIO GAITAN,LA LIBERTAD,SANTA TECLA
20222,COLEGIO HEROES DE CUSCATLAN,LA LIBERTAD,ANTIGUO CUSCATLÁN
20226,COLEGIO HISPANOAMERICANO,LA LIBERTAD,SANTA TECLA
20227,COLEGIO DOCTOR MIGUEL ANGEL GALLARDO,LA LIBERTAD,SANTA TECLA
20229,COLEGIO NAZARETH,LA LIBERTAD,SANTA TECLA
20230,COLEGIO HNA. CORALIA HAYDEE QUIROZ,LA LIBERTAD,SANTA TECLA
20231,JARDIN INFANTIL LAS COLINAS,LA LIBERTAD,SANTA TECLA
20232,COLEGIO LAMATEPEC,LA LIBERTAD,SANTA TECLA
20234,COLEGIO MADRE TERESA MARGARITA SANCHEZ,LA LIBERTAD,SANTA TECLA
20238,COLEGIO PROFESOR EDGARDO MENDEZ,MORAZAN,CORINTO
20239,COLEGIO LA FLORESTA,LA LIBERTAD,SANTA TECLA
20245,COLEGIO GUSTAVO ADOLFO BECQUER,LA LIBERTAD,SANTA TECLA
20247,LICEO JORGE ADALBERTO LAGOS,LA LIBERTAD,SANTA TECLA
20248,LICEO ANTONIO MACHADO,LA LIBERTAD,SANTA TECLA
20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA
20252,COLEGIO RAMON GONZALEZ MONTALVO,LA LIBERTAD,QUEZALTEPEQUE
20255,COLEGIO ADVENTISTA DE QUEZALTEPEQUE,LA LIBERTAD,QUEZALTEPEQUE
20258,COLEGIO EPISCOPAL ANGLICANO SAN MIGUEL ARCANGEL,LA LIBERTAD,QUEZALTEPEQUE
20261,COLEGIO SUPERIOR PROFESOR EDMUNDO ALIRIO VILLACORTA,LA LIBERTAD,QUEZALTEPEQUE
20265,COLEGIO ARCO IRIS,LA LIBERTAD,SAN JUAN OPICO
20266,INSTITUTO DIOCESANO SAN JUAN EVANGELISTA,LA LIBERTAD,SAN JUAN OPICO
20267,ESCUELA DE CAPACITACION ADVENTISTA SALVADOREÑA,LA LIBERTAD,SAN JUAN OPICO
20271,COLEGIO ZARAGOZA,LA LIBERTAD,ZARAGOZA
20277,COLEGIO LICENCIADA ANA DE LOS ANGELES ESCOBAR,SAN SALVADOR,AGUILARES
20279,INSTITUTO ABRAHAM LINCOLN,SAN SALVADOR,AGUILARES
20281,INSTITUTO NOE CANJURA,SAN SALVADOR,APOPA
20282,COLEGIO SANTA CRUZ,SAN SALVADOR,APOPA
20285,COLEGIO ALEJANDRO COTTO,SAN SALVADOR,APOPA
20286,LICEO HILDEBRANDO JUAREZ,SAN SALVADOR,APOPA
20288,COLEGIO SAN JERONIMO,SAN SALVADOR,APOPA
20291,COLEGIO MARIA BRAGHIROLI,SAN SALVADOR,APOPA
20292,COLEGIO EVA ALCAINE DE PALOMO,SAN SALVADOR,APOPA
20295,COLEGIO NUESTRA SEÑORA DEL PERPETUO SOCORRO,SAN SALVADOR,APOPA
20296,COLEGIO GEORGE VANCOUVER,SAN SALVADOR,APOPA
20300,LICEO CRISTIANO REVERENDO JUAN BUENO DE LA COLONIA SAN ANTONIO,SAN SALVADOR,APOPA
20302,COLEGIO CRISTIANO DIVINO MAESTRO,SAN SALVADOR,TONACATEPEQUE
20304,COLEGIO ROMAN MAYORGA RIVAS,SAN SALVADOR,APOPA
20306,LICEO JORGE ALBERTO MARTINEZ AVELAR,SAN SALVADOR,APOPA
20307,COLEGIO REVERENDO SANTIAGO MAGAÑA,SAN SALVADOR,APOPA
20309,COLEGIO LUTERANO CABAÑITAS,SAN SALVADOR,APOPA
20312,COLEGIO CRISTIANO MANANTIAL,SAN SALVADOR,APOPA
20318,COLEGIO MODELO,SAN SALVADOR,AYUTUXTEPEQUE
20319,COLEGIO SAN FRANCISCO DE ASIS,SAN SALVADOR,AYUTUXTEPEQUE
20320,COLEGIO PROFESOR SAUL EDMUNDO MONTERO,SAN SALVADOR,MEJICANOS
20323,COLEGIO MIGUEL ANGEL ESPINO,SAN SALVADOR,CUSCATANCINGO
20329,COLEGIO ORLANDO FRESEDO,SAN SALVADOR,CUSCATANCINGO
20333,COLEGIO GABRIEL GARCIA MARQUEZ,SAN SALVADOR,MEJICANOS
20334,COLEGIO BILINGUE JOSE GUSTAVO MORALES,SAN SALVADOR,APOPA
